sobject_id,apogee_id,match_key,match_method
210706002901074,2M22214804-0528041,22214804-0528041,2mass
180131002101365,2M06520410-5941012,06520410-5941012,2mass
171031003301020,2M06183588-1854595,06183588-1854595,2mass
191106002301174,2M01301990-7650306,01301990-7650306,2mass
170114003601277,2M06560804-5814437,06560804-5814437,2mass
151008002101016,2M19335160-2740449,19335160-2740449,2mass
200513002101391,2M07571902-0528551,07571902-0528551,2mass
170122003601315,2M08414881+2315061,08414881+2315061,2mass
170506005901313,2M19121277-2227067,19121277-2227067,2mass
161228002501171,2M08253714+1629561,08253714+1629561,2mass
170603007701339,2M22122560-0958239,22122560-0958239,2mass
161219003601131,2M05471496-7515291,05471496-7515291,2mass
170112001601168,2M05004066-6424346,05004066-6424346,2mass
170112001601368,2M05134752-6339580,05134752-6339580,2mass
161213006101055,2M07574298-6444384,07574298-6444384,2mass
171230002101180,2M04550353-6746025,04550353-6746025,2mass
170219002601347,2M06232298-6541354,06232298-6541354,2mass
171227002601295,2M05153409-7030027,05153409-7030027,2mass
170109001601093,2M06482625-7644085,06482625-7644085,2mass
171230004101264,2M05302717-5614555,05302717-5614555,2mass
170115004201215,2M06421077-6308571,06421077-6308571,2mass
150430001801262,2M13165921-0717290,13165921-0717290,2mass
161217004101120,2M05430340-7109399,05430340-7109399,2mass
171205004101345,2M06195386-6722434,06195386-6722434,2mass
170130003601084,2M06214844-6124412,06214844-6124412,2mass
161213003601108,2M04591220-6237595,04591220-6237595,2mass
161011002201264,2M01000495+1204560,01000495+1204560,2mass
171031003301344,2M06155817-1840264,06155817-1840264,2mass
160106004101173,2M08502647+1054529,08502647+1054529,2mass
151008004001105,2M04225216+1726346,04225216+1726346,2mass
160401003401219,2M12495973-0200250,12495973-0200250,2mass
210706002901282,2M22204514-0441148,22204514-0441148,2mass
171227002601111,2M05145509-7142211,05145509-7142211,2mass
171230002101210,2M04534357-6731541,04534357-6731541,2mass
171205003601003,2M06243420-7631319,06243420-7631319,2mass
161217004601063,2M06470223-5831071,06470223-5831071,2mass
161217003601293,2M05000672-6507344,05000672-6507344,2mass
140707000601029,2M16005473-2009111,16005473-2009111,2mass
170122003601129,2M08390942+2141026,08390942+2141026,2mass
160330001601035,2M07363082+0345421,07363082+0345421,2mass
160108002001260,2M03561018+2520272,03561018+2520272,2mass
170107004201113,2M07360824-6611121,07360824-6611121,2mass
170510005801344,2M18512926-2753124,18512926-2753124,2mass
170115004701017,2M06471026-6751557,06471026-6751557,2mass
160123002101391,2M08334285-2135347,08334285-2135347,2mass
140118002001175,2M06013001+0729175,06013001+0729175,2mass
160531005101227,2M21585419-1212138,21585419-1212138,2mass
200528001101336,2M13272806-1317593,13272806-1317593,2mass
161115003201122,2M04521129-7148341,04521129-7148341,2mass
161218001601182,2M04083089-7114163,04083089-7114163,2mass
171230004601258,2M05263932-5458509,05263932-5458509,2mass
170114002601345,2M05444480-5815444,05444480-5815444,2mass
211214001201006,2M06265308-0402473,06265308-0402473,2mass
170907004601147,2M01112940-6518387,01112940-6518387,2mass
161217005101036,2M07211086-6448365,07211086-6448365,2mass
160923003701013,2M03372832+2222043,03372832+2222043,2mass
161213004601391,2M06405130-6918025,06405130-6918025,2mass
171230004601014,2M05291859-5515227,05291859-5515227,2mass
160108002001379,2M03592726+2513011,03592726+2513011,2mass
150409003101030,2M11481729+0046306,11481729+0046306,2mass
160531004601380,2M19233086-2830530,19233086-2830530,2mass
200528001101231,2M13225530-1316406,13225530-1316406,2mass
150428001101099,2M13505779-1233240,13505779-1233240,2mass
160816001701288,2M16505801-2435450,16505801-2435450,2mass
161217004101025,2M05535887-7038497,05535887-7038497,2mass
150718004401108,2M22151493-1749534,22151493-1749534,2mass
170114003101353,2M06322552-6340320,06322552-6340320,2mass
170112002101071,2M06005849-6322269,06005849-6322269,2mass
170113002101034,2M05051196-5700499,05051196-5700499,2mass
150428001101289,2M13503287-1054178,13503287-1054178,2mass
160403003601307,2M12351267-0916540,12351267-0916540,2mass
150412002601045,2M11285947+0406168,11285947+0406168,2mass
151111002101032,2M01202263+0022199,01202263+0022199,2mass
170109001601391,2M06583895-7545316,06583895-7545316,2mass
161217002601095,2M04263569-6118123,04263569-6118123,2mass
151009004601242,2M04051699+1340131,04051699+1340131,2mass
170115003201025,2M06562014-7103297,06562014-7103297,2mass
160923003701057,2M03361786+2200598,03361786+2200598,2mass
140413004901132,2M16340994-3024084,16340994-3024084,2mass
180101002601204,2M05133908-6612413,05133908-6612413,2mass
230205002101335,2M07324364-1926561,07324364-1926561,2mass
170109001601079,2M06512192-7637543,06512192-7637543,2mass
170112001601361,2M05111343-6346000,05111343-6346000,2mass
170510006801303,2M18585641-2405434,18585641-2405434,2mass
170114005201237,2M06504482-6436372,06504482-6436372,2mass
151009002101271,2M19222838-2201461,19222838-2201461,2mass
170116001601318,2M06372453-6108480,06372453-6108480,2mass
170514001601309,2M10473752-4600229,10473752-4600229,2mass
171230002101068,2M05014417-6805036,05014417-6805036,2mass
161219003101084,2M04543964-6007021,04543964-6007021,2mass
131217004401002,2M08514507+1147459,08514507+1147459,2mass
170219002101144,2M05550609-7312087,05550609-7312087,2mass
151008004001010,2M04251959+1818550,04251959+1818550,2mass
161217004601188,2M06374714-5810001,06374714-5810001,2mass
161217006101003,2M07474151-6916104,07474151-6916104,2mass
171207003301225,2M06023483-6027502,06023483-6027502,2mass
160106001601384,2M03480718+2408315,03480718+2408315,2mass
200528000101305,2M12480322-0732565,12480322-0732565,2mass
160330001601384,2M07365843+0417122,07365843+0417122,2mass
171230004601393,2M05332876-5509464,05332876-5509464,2mass
140118002001209,2M06004843+0744463,06004843+0744463,2mass
170115002701353,2M06592252-6030396,06592252-6030396,2mass
161217004601170,2M06400116-5822129,06400116-5822129,2mass
151008002101192,2M19285371-2745371,19285371-2745371,2mass
160123001601303,2M07195737-3833256,07195737-3833256,2mass
161009004301222,2M00493540+1001123,00493540+1001123,2mass
170509005201232,2M17152745-1804075,17152745-1804075,2mass
151111002101184,2M01161987+0027559,01161987+0027559,2mass
210706002901165,2M22183782-0512502,22183782-0512502,2mass
151008002101152,2M19292640-2813571,19292640-2813571,2mass
170115003201265,2M06421012-6959156,06421012-6959156,2mass
200529003801140,2M12383201-0213281,12383201-0213281,2mass
171208002601072,2M05135044-7616035,05135044-7616035,2mass
151109003601125,2M06444457-2606257,06444457-2606257,2mass
160923004201018,2M03374316+1555187,03374316+1555187,2mass
151109003601181,2M06433447-2557231,06433447-2557231,2mass
161218002101383,2M04453828-6709522,04453828-6709522,2mass
210116003001075,2M10440766+0557557,10440766+0557557,2mass
221104003101283,2M06503735-2307543,06503735-2307543,2mass
161218003101078,2M04392678-5954186,04392678-5954186,2mass
170115004701140,2M06363100-6804086,06363100-6804086,2mass
210920001601237,2M18480181-3051358,18480181-3051358,2mass
161218002101220,2M04313201-6708277,04313201-6708277,2mass
171031003301028,2M06182093-1859376,06182093-1859376,2mass
140609002101282,2M15583554-2152422,15583554-2152422,2mass
161219002601032,2M04573855-7141340,04573855-7141340,2mass
151008001601301,2M19390788-2304047,19390788-2304047,2mass
170806001601123,2M15503469-6926425,15503469-6926425,2mass
160106004101326,2M08530060+1141001,08530060+1141001,2mass
170615004901163,2M19054441-3623436,19054441-3623436,2mass
200824001301240,2M23101739+0002386,23101739+0002386,2mass
150411003601197,2M11215747+0151501,11215747+0151501,2mass
171206005101120,2M06072270-5514261,06072270-5514261,2mass
161009004801019,2M00581142+0325128,00581142+0325128,2mass
180126002101106,2M06265246-0443453,06265246-0443453,2mass
151111002601175,2M03271560+1828369,03271560+1828369,2mass
221224002601284,2M06552865-0117257,06552865-0117257,2mass
160923003701130,2M03335746+2214597,03335746+2214597,2mass
170108003901214,2M07193368-7254227,07193368-7254227,2mass
150412005101013,2M16271569-2235097,16271569-2235097,2mass
131216001601257,2M06413435-0021096,06413435-0021096,2mass
160106001601058,2M03483451+2326053,03483451+2326053,2mass
170114005801389,2M06591602-7317173,06591602-7317173,2mass
210123002701208,2M07111904-2753306,07111904-2753306,2mass
161213006101214,2M07500331-6412392,07500331-6412392,2mass
171228003201015,2M05342598-6122023,05342598-6122023,2mass
170115005201209,2M06352770-6542587,06352770-6542587,2mass
150409006601020,2M14032614-1458061,14032614-1458061,2mass
161217001601214,2M04082359-6850468,04082359-6850468,2mass
161213004601210,2M06190513-6916066,06190513-6916066,2mass
170108003301019,2M07375226-6343237,07375226-6343237,2mass
131216001601078,2M06434502-0119209,06434502-0119209,2mass
160813005101339,2M06565816-2942211,06565816-2942211,2mass
170102001901111,2M08275640+1847532,08275640+1847532,2mass
151110001601246,2M22485310-1314133,22485310-1314133,2mass
161106002101088,2M23521382-0422452,23521382-0422452,2mass
170114003601280,2M06561954-5811196,06561954-5811196,2mass
150409004101307,2M11505362+0646040,11505362+0646040,2mass
170115002701265,2M06524743-6107484,06524743-6107484,2mass
170107002101058,2M05095493-7333323,05095493-7333323,2mass
201202001601340,2M23315299-1109170,23315299-1109170,2mass
170103002801084,2M08291512+2201214,08291512+2201214,2mass
160330001601340,2M07360381+0444220,07360381+0444220,2mass
151111002601307,2M03293485+1904128,03293485+1904128,2mass
200803004801283,2M23281237-0011489,23281237-0011489,2mass
160923003701316,2M03350732+2255453,03350732+2255453,2mass
201204003101275,2M07012785-2113250,07012785-2113250,2mass
170202000701002,2M06324790-7417508,06324790-7417508,2mass
170107002101096,2M05025637-7338471,05025637-7338471,2mass
160923003701298,2M03342912+2256502,03342912+2256502,2mass
160531003601243,2M17194384-2337190,17194384-2337190,2mass
170203001901174,2M06063866-6314126,06063866-6314126,2mass
170115004701079,2M06425537-6834580,06425537-6834580,2mass
170115003201268,2M06422116-6955438,06422116-6955438,2mass
160519006001039,2M18103772-4312299,18103772-4312299,2mass
160813005101318,2M06553493-2949552,06553493-2949552,2mass
140610004401281,2M15585742-2204456,15585742-2204456,2mass
200810001501102,2M23402562-1022288,23402562-1022288,2mass
170219002101122,2M05595585-7255265,05595585-7255265,2mass
220122001601273,2M06154280+0008409,06154280+0008409,2mass
170116001601145,2M06311411-6229465,06311411-6229465,2mass
171207003301264,2M06032357-6014184,06032357-6014184,2mass
170116001601191,2M06282242-6202130,06282242-6202130,2mass
140118002501149,2M06410199-0006260,06410199-0006260,2mass
171207003301083,2M06062575-6105402,06062575-6105402,2mass
161213003601197,2M04530444-6153309,04530444-6153309,2mass
150409005101264,2M11333207-0115268,11333207-0115268,2mass
131216001601232,2M06403755-0030516,06403755-0030516,2mass
170130001601352,2M04505033+1455566,04505033+1455566,2mass
161213006101229,2M07472559-6355423,07472559-6355423,2mass
170107002601204,2M05301037-7620215,05301037-7620215,2mass
170107004801332,2M07143948-7423011,07143948-7423011,2mass
170115004201292,2M06470017-6222167,06470017-6222167,2mass
151008004001263,2M04224721+1827556,04224721+1827556,2mass
170116001601340,2M06383663-6127122,06383663-6127122,2mass
160130006301066,2M12295031-5047409,12295031-5047409,2mass
170510004301284,2M17183872-2018204,17183872-2018204,2mass
140811005001346,2M00143491-7232135,00143491-7232135,2mass
170111001601308,2M07212727-6514129,07212727-6514129,2mass
151111002601375,2M03304741+1848070,03304741+1848070,2mass
170506006401399,2M19165300-1702256,19165300-1702256,2mass
170114003101265,2M06290836-6352257,06290836-6352257,2mass
221104003101282,2M06505349-2322016,06505349-2322016,2mass
170103002801120,2M08275402+2155547,08275402+2155547,2mass
161217003601123,2M04581553-6627106,04581553-6627106,2mass
161219003101088,2M04545219-6027354,04545219-6027354,2mass
161218002101393,2M04443184-6715209,04443184-6715209,2mass
151008004001099,2M04231000+1739066,04231000+1739066,2mass
171227002601231,2M05074845-7043072,05074845-7043072,2mass
170219002601234,2M06125937-6546129,06125937-6546129,2mass
210706002901382,2M22212410-0449506,22212410-0449506,2mass
160916003301290,2M01170462+1138421,01170462+1138421,2mass
161228002501239,2M08260867+1716567,08260867+1716567,2mass
170713001601121,2M14160028-4923256,14160028-4923256,2mass
160816001701094,2M16515185-2615238,16515185-2615238,2mass
160112001601387,2M08194319+1657306,08194319+1657306,2mass
171227004601384,2M06021681-5821358,06021681-5821358,2mass
160923004201316,2M03354474+1701166,03354474+1701166,2mass
170115002701339,2M06573758-6029043,06573758-6029043,2mass
150429001601247,2M13520306-0843314,13520306-0843314,2mass
170111001601186,2M07103340-6624375,07103340-6624375,2mass
150411005601271,2M16352236-2128287,16352236-2128287,2mass
140710006101102,2M22173394-1313011,22173394-1313011,2mass
161218002601043,2M04481662-6957124,04481662-6957124,2mass
170202001201264,2M06193571-5411217,06193571-5411217,2mass
170116001601229,2M06321032-6145505,06321032-6145505,2mass
170114003101305,2M06294765-6333056,06294765-6333056,2mass
151008003501218,2M01240952+0232269,01240952+0232269,2mass
170114003101328,2M06315922-6322026,06315922-6322026,2mass
151008002101144,2M19294780-2817212,19294780-2817212,2mass
160108002001134,2M03551361+2426385,03551361+2426385,2mass
170109001601137,2M06381494-7635072,06381494-7635072,2mass
171031003301062,2M06174153-1926510,06174153-1926510,2mass
191107003601384,2M04322217+1853595,04322217+1853595,2mass
161219005101041,2M07464829-6735372,07464829-6735372,2mass
170131001801304,2M05024943+2217174,05024943+2217174,2mass
210920001601238,2M18461702-3035034,18461702-3035034,2mass
151225001601096,2M06291701-3200270,06291701-3200270,2mass
161009004801007,2M00582372+0330501,00582372+0330501,2mass
150409004101066,2M11522314+0552387,11522314+0552387,2mass
161217006101026,2M07505956-6933188,07505956-6933188,2mass
170103002801216,2M08260463+2243065,08260463+2243065,2mass
140117002101140,2M06411589-0011239,06411589-0011239,2mass
170510006801342,2M19015242-2339279,19015242-2339279,2mass
160106004101313,2M08521856+1144263,08521856+1144263,2mass
170116001601144,2M06312696-6231196,06312696-6231196,2mass
200513002101356,2M07573338-0501511,07573338-0501511,2mass
200824001301143,2M23110714-0106111,23110714-0106111,2mass
210116003001192,2M10392757+0645162,10392757+0645162,2mass
161219004101002,2M06043648-6829218,06043648-6829218,2mass
200528000101097,2M12480564-0837157,12480564-0837157,2mass
160330001601324,2M07344566+0427068,07344566+0427068,2mass
140710006101178,2M22134883-1313080,22134883-1313080,2mass
161213004601119,2M06260875-7021587,06260875-7021587,2mass
150409004101008,2M11514863+0632311,11514863+0632311,2mass
180101002601388,2M05294640-6602301,05294640-6602301,2mass
170116001601294,2M06345584-6104255,06345584-6104255,2mass
161217006101365,2M07520229-6847212,07520229-6847212,2mass
170202000201391,2M05113970+2512203,05113970+2512203,2mass
161218003101003,2M04430041-5904490,04430041-5904490,2mass
160330001601393,2M07345353+0409340,07345353+0409340,2mass
170113003301378,2M06322687-5850446,06322687-5850446,2mass
160123001601264,2M07193328-3901242,07193328-3901242,2mass
161213004101338,2M05513141-5600414,05513141-5600414,2mass
170130003101236,2M06262639-5647309,06262639-5647309,2mass
160111002101079,2M03405540+1921403,03405540+1921403,2mass
170517001801028,2M12054520-4955357,12054520-4955357,2mass
170130003601020,2M06271338-6115127,06271338-6115127,2mass
170131001801254,2M05011671+2209203,05011671+2209203,2mass
151223001301046,2M06255720-6145588,06255720-6145588,2mass
170114003101334,2M06323218-6324126,06323218-6324126,2mass
200824001301045,2M23155174-0105599,23155174-0105599,2mass
171206004601248,2M06013304-6945289,06013304-6945289,2mass
170112003101343,2M07141944-7117255,07141944-7117255,2mass
220622003601352,2M21351800+0034129,21351800+0034129,2mass
150430002801274,2M13142796-1312000,13142796-1312000,2mass
140314005201178,2M13223104-4743124,13223104-4743124,2mass
170107004201333,2M07415050-6437580,07415050-6437580,2mass
151111002601324,2M03304363+1927047,03304363+1927047,2mass
200529003801318,2M12412373-0042596,12412373-0042596,2mass
161217004601145,2M06413003-5835149,06413003-5835149,2mass
150409007101348,2M14063158-0828172,14063158-0828172,2mass
161213006101106,2M07541615-6447439,07541615-6447439,2mass
170202001201133,2M06192649-5537236,06192649-5537236,2mass
180126002101329,2M06282898-0337457,06282898-0337457,2mass
151225001601377,2M06314707-3117187,06314707-3117187,2mass
160106001601095,2M03463767+2347159,03463767+2347159,2mass
171102004501352,2M04445759+0611282,04445759+0611282,2mass
161218002601068,2M04450530-7013025,04450530-7013025,2mass
161217006101045,2M07475151-6936243,07475151-6936243,2mass
170911001601171,2M18324804-3408206,18324804-3408206,2mass
161218002601351,2M04444283-6853509,04444283-6853509,2mass
170130003601114,2M06195529-6136432,06195529-6136432,2mass
200824001301129,2M23114953-0108592,23114953-0108592,2mass
151008001601323,2M19395853-2324380,19395853-2324380,2mass
170115003701156,2M06435807-5640371,06435807-5640371,2mass
151008002101207,2M19300573-2733146,19300573-2733146,2mass
171230002101291,2M04580912-6659260,04580912-6659260,2mass
170202000701009,2M06342283-7425210,06342283-7425210,2mass
200513002101296,2M07544369-0452351,07544369-0452351,2mass
161213004101219,2M05452825-5628430,05452825-5628430,2mass
170115004701235,2M06344643-6722465,06344643-6722465,2mass
161008004001035,2M00553346-0044134,00553346-0044134,2mass
200824001301282,2M23121917+0018348,23121917+0018348,2mass
170509003701242,2M17075107-2412177,17075107-2412177,2mass
150603004801088,2M22270707-1145075,22270707-1145075,2mass
200824001301220,2M23094606-0011282,23094606-0011282,2mass
150430002801131,2M13133713-1346236,13133713-1346236,2mass
180126002101251,2M06241756-0337001,06241756-0337001,2mass
200810001501394,2M23441332-0936357,23441332-0936357,2mass
161218002101119,2M04352127-6813450,04352127-6813450,2mass
160531005101382,2M22045282-1213170,22045282-1213170,2mass
161217002601011,2M04330336-6038185,04330336-6038185,2mass
200810001501363,2M23415372-0927488,23415372-0927488,2mass
170108003301021,2M07365941-6343307,07365941-6343307,2mass
161228002501194,2M08260029+1648197,08260029+1648197,2mass
171207003301192,2M05565886-6040583,05565886-6040583,2mass
161213005101090,2M07153025-5902287,07153025-5902287,2mass
140707000601133,2M15574551-2031515,15574551-2031515,2mass
